,index,song_id,song,sp_name,tiktok_stats,value,timestp,diff
84,0,1,Roxanne,ROXANNE,"{'value': 2552383, 'timestp': '2020-05-13T00:00:00.000Z', 'diff': 48}",2552383.0,2020-05-13T00:00:00.000Z,48.0
85,0,1,Roxanne,ROXANNE,"{'value': 2553056, 'timestp': '2020-05-14T00:00:00.000Z', 'diff': 673}",2553056.0,2020-05-14T00:00:00.000Z,673.0
86,0,1,Roxanne,ROXANNE,"{'value': 2552767, 'timestp': '2020-05-15T00:00:00.000Z', 'diff': -289}",2552767.0,2020-05-15T00:00:00.000Z,-289.0
87,0,1,Roxanne,ROXANNE,"{'value': 2552703, 'timestp': '2020-05-16T00:00:00.000Z', 'diff': -64}",2552703.0,2020-05-16T00:00:00.000Z,-64.0
88,0,1,Roxanne,ROXANNE,"{'value': 2552816, 'timestp': '2020-05-17T00:00:00.000Z', 'diff': 113}",2552816.0,2020-05-17T00:00:00.000Z,113.0
89,0,1,Roxanne,ROXANNE,"{'value': 2552567, 'timestp': '2020-05-18T00:00:00.000Z', 'diff': -249}",2552567.0,2020-05-18T00:00:00.000Z,-249.0
90,0,1,Roxanne,ROXANNE,"{'value': 2551901, 'timestp': '2020-05-19T00:00:00.000Z', 'diff': -666}",2551901.0,2020-05-19T00:00:00.000Z,-666.0
91,0,1,Roxanne,ROXANNE,"{'value': 2551189, 'timestp': '2020-05-20T00:00:00.000Z', 'diff': -712}",2551189.0,2020-05-20T00:00:00.000Z,-712.0
92,0,1,Roxanne,ROXANNE,"{'value': 2550360, 'timestp': '2020-05-21T00:00:00.000Z', 'diff': -829}",2550360.0,2020-05-21T00:00:00.000Z,-829.0
93,0,1,Roxanne,ROXANNE,"{'value': 2549824, 'timestp': '2020-05-22T00:00:00.000Z', 'diff': -536}",2549824.0,2020-05-22T00:00:00.000Z,-536.0
94,0,1,Roxanne,ROXANNE,"{'value': 2549575, 'timestp': '2020-05-23T00:00:00.000Z', 'diff': -249}",2549575.0,2020-05-23T00:00:00.000Z,-249.0
95,0,1,Roxanne,ROXANNE,"{'value': 2549815, 'timestp': '2020-05-24T00:00:00.000Z', 'diff': 240}",2549815.0,2020-05-24T00:00:00.000Z,240.0
96,0,1,Roxanne,ROXANNE,"{'value': 2549098, 'timestp': '2020-05-25T00:00:00.000Z', 'diff': -717}",2549098.0,2020-05-25T00:00:00.000Z,-717.0
97,0,1,Roxanne,ROXANNE,"{'value': 2548541, 'timestp': '2020-05-26T00:00:00.000Z', 'diff': -557}",2548541.0,2020-05-26T00:00:00.000Z,-557.0
98,0,1,Roxanne,ROXANNE,"{'value': 2547569, 'timestp': '2020-05-27T00:00:00.000Z', 'diff': -972}",2547569.0,2020-05-27T00:00:00.000Z,-972.0
99,0,1,Roxanne,ROXANNE,"{'value': 2547022, 'timestp': '2020-05-28T00:00:00.000Z', 'diff': -547}",2547022.0,2020-05-28T00:00:00.000Z,-547.0
100,0,1,Roxanne,ROXANNE,"{'value': 2545734, 'timestp': '2020-05-29T00:00:00.000Z', 'diff': -1288}",2545734.0,2020-05-29T00:00:00.000Z,-1288.0
101,0,1,Roxanne,ROXANNE,"{'value': 2545193, 'timestp': '2020-05-30T00:00:00.000Z', 'diff': -541}",2545193.0,2020-05-30T00:00:00.000Z,-541.0
102,0,1,Roxanne,ROXANNE,"{'value': 2544372, 'timestp': '2020-05-31T00:00:00.000Z', 'diff': -821}",2544372.0,2020-05-31T00:00:00.000Z,-821.0
103,0,1,Roxanne,ROXANNE,"{'value': 2543320, 'timestp': '2020-06-01T00:00:00.000Z', 'diff': -1052}",2543320.0,2020-06-01T00:00:00.000Z,-1052.0
104,0,1,Roxanne,ROXANNE,"{'value': 2543349, 'timestp': '2020-06-02T00:00:00.000Z', 'diff': 29}",2543349.0,2020-06-02T00:00:00.000Z,29.0
105,0,1,Roxanne,ROXANNE,"{'value': 2542835, 'timestp': '2020-06-03T00:00:00.000Z', 'diff': -514}",2542835.0,2020-06-03T00:00:00.000Z,-514.0
106,0,1,Roxanne,ROXANNE,"{'value': 2540463, 'timestp': '2020-06-04T00:00:00.000Z', 'diff': -2372}",2540463.0,2020-06-04T00:00:00.000Z,-2372.0
107,0,1,Roxanne,ROXANNE,"{'value': 2539034, 'timestp': '2020-06-05T00:00:00.000Z', 'diff': -1429}",2539034.0,2020-06-05T00:00:00.000Z,-1429.0
108,0,1,Roxanne,ROXANNE,"{'value': 2537629, 'timestp': '2020-06-06T00:00:00.000Z', 'diff': -1405}",2537629.0,2020-06-06T00:00:00.000Z,-1405.0
109,0,1,Roxanne,ROXANNE,"{'value': 2536556, 'timestp': '2020-06-07T00:00:00.000Z', 'diff': -1073}",2536556.0,2020-06-07T00:00:00.000Z,-1073.0
110,0,1,Roxanne,ROXANNE,"{'value': 2535019, 'timestp': '2020-06-08T00:00:00.000Z', 'diff': -1537}",2535019.0,2020-06-08T00:00:00.000Z,-1537.0
111,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-09T00:00:00.000Z', 'diff': -35019}",2500000.0,2020-06-09T00:00:00.000Z,-35019.0
112,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-10T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-10T00:00:00.000Z,0.0
113,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-11T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-11T00:00:00.000Z,0.0
114,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-12T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-12T00:00:00.000Z,0.0
115,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-13T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-13T00:00:00.000Z,0.0
116,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-14T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-14T00:00:00.000Z,0.0
117,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-15T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-15T00:00:00.000Z,0.0
118,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-16T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-16T00:00:00.000Z,0.0
119,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-17T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-17T00:00:00.000Z,0.0
120,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-18T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-18T00:00:00.000Z,0.0
121,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-19T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-19T00:00:00.000Z,0.0
122,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-20T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-20T00:00:00.000Z,0.0
123,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-21T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-21T00:00:00.000Z,0.0
124,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-22T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-22T00:00:00.000Z,0.0
125,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-23T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-23T00:00:00.000Z,0.0
126,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-24T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-24T00:00:00.000Z,0.0
127,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-25T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-25T00:00:00.000Z,0.0
128,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-26T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-26T00:00:00.000Z,0.0
129,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-27T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-27T00:00:00.000Z,0.0
130,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-28T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-28T00:00:00.000Z,0.0
131,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-29T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-29T00:00:00.000Z,0.0
132,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-06-30T00:00:00.000Z', 'diff': 0}",2500000.0,2020-06-30T00:00:00.000Z,0.0
133,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-01T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-01T00:00:00.000Z,0.0
134,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-02T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-02T00:00:00.000Z,0.0
135,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-03T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-03T00:00:00.000Z,0.0
136,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-04T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-04T00:00:00.000Z,0.0
137,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-05T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-05T00:00:00.000Z,0.0
138,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-06T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-06T00:00:00.000Z,0.0
139,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-07T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-07T00:00:00.000Z,0.0
140,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-08T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-08T00:00:00.000Z,0.0
141,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-09T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-09T00:00:00.000Z,0.0
142,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-10T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-10T00:00:00.000Z,0.0
143,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-11T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-11T00:00:00.000Z,0.0
144,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-13T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-13T00:00:00.000Z,0.0
145,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-14T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-14T00:00:00.000Z,0.0
146,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-15T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-15T00:00:00.000Z,0.0
147,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-16T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-16T00:00:00.000Z,0.0
148,0,1,Roxanne,ROXANNE,"{'value': 2500000, 'timestp': '2020-07-17T00:00:00.000Z', 'diff': 0}",2500000.0,2020-07-17T00:00:00.000Z,0.0
149,0,1,Roxanne,ROXANNE,"{'value': 2400000, 'timestp': '2020-07-18T00:00:00.000Z', 'diff': -100000}",2400000.0,2020-07-18T00:00:00.000Z,-100000.0
150,0,1,Roxanne,ROXANNE,"{'value': 2400000, 'timestp': '2020-07-19T00:00:00.000Z', 'diff': 0}",2400000.0,2020-07-19T00:00:00.000Z,0.0
151,0,1,Roxanne,ROXANNE,"{'value': 2400000, 'timestp': '2020-07-20T00:00:00.000Z', 'diff': 0}",2400000.0,2020-07-20T00:00:00.000Z,0.0
152,0,1,Roxanne,ROXANNE,"{'value': 2400000, 'timestp': '2020-07-21T00:00:00.000Z', 'diff': 0}",2400000.0,2020-07-21T00:00:00.000Z,0.0
153,0,1,Roxanne,ROXANNE,"{'value': 2400000, 'timestp': '2020-07-22T00:00:00.000Z', 'diff': 0}",2400000.0,2020-07-22T00:00:00.000Z,0.0
